customer_id,full_name,email,phone,signup_date,city,state,gender,age,loyalty_tier,data_notes,signup_date_raw
104928,Suresh Singh,user104928@dmart.com,9496511050,,Bhopal,Madhya Pradesh,M,55,Silver,Frequent buyer,26-08-2023
104929,Pooja Bhat,user104929@dmart.com,-6985252444,,Pune,Maharashtra,F,25,Silver,Frequent buyer,01/14/2023
104930,Pooja Gupta,user104930@dmart.com,9744507276,15-06-2023 00:00,Bhopal,Madhya Pradesh,M,27,Silver,,15-06-2023 00:00
104931,Neha Verma,,6053876866,,Surat,Gujarat,,29,Silver,registered via app ,24-12-2023
104932,Pooja Joshi,user104932@dmart.com,6135541016,,Bengaluru,Karnataka,,20,Gold,Frequent buyer,31-10-2024
104933,Deepa Gupta,user104933@dmart.com,6480077821,,Bhopal,Madhya Pradesh,M,8,Silver,,05-05-2025
104934,Pooja Bhat,user104934@dmart.com,7741269031,,Bhopal,Madhya Pradesh,M,32,Gold,Frequent buyer,12-07-2025
104935,Vikram Sharma,user104935@dmart.com,8761495287,,Indore,Madhya Pradesh,M,36,Silver,Frequent buyer,16-07-2024
104936,Neha Kumar,user104936@dmart.com,-9172480573,,Vadodara,Gujarat,O,34,Gold,prefers discount,18-01-2023
104937,Rohit Patel,user104937@dmart.com,-6686050905,,Lucknow,Uttar Pradesh,O,33,Gold,prefers discount,23-Aug-25
104938,Amit Verma,user104938@dmart.com,7245430552,,Hyderabad,Telangana,F,35,Silver,registered via app ,07-Apr-23
104939,Rahul Kumar,user104939@dmart.com,7787455702,26-05-2024 03:24,Bhopal,Madhya Pradesh,M,47,,,26-05-2024 03:24
104940,Amit Verma,user104940@dmart.com,-9175285718,,Chennai,Tamil Nadu,M,32,Silver,Frequent buyer,21-10-2025
104941,Pooja Gupta,user104941@dmart.com,-7548319725,03-08-2024 00:00,Pune,Maharashtra,M,28,Silver,Frequent buyer,03-08-2024 00:00
104942,Amit Sharma,user104942@dmart.com,9534045747,,Bhopal,Madhya Pradesh,M,31,Silver,registered via app ,20-08-2025
104943,Neha Das,user104943@dmart.com,7166872863,,Hyderabad,Telangana,,,Silver,,18-09-2023
104944,Kavita Bhat,user104944@dmart.com,9974197139,,Chennai,Tamil Nadu,M,41,Gold,registered via app ,24-12-2025
104945,Asha Bhat,user104945@dmart.com,8024241237,,Vadodara,Gujarat,,51,,prefers discount,16-Nov-23
104946,Vikram Gupta,user104946@dmart.com,-8188445025,,Pune,Maharashtra,M,27,,registered via app ,13-06-2023
104947,Priya Gupta,user104947@dmart.com,8722270188,,Bhopal,Madhya Pradesh,F,36,,,06/17/2025
104948,Vikram Joshi,,-6145324367,15-12-2023 00:00,Nagpur,Maharashtra,M,39,Silver,registered via app ,15-12-2023 00:00
104949,Neha Gupta,user104949@dmart.com,8484557963,,Mumbai,Maharashtra,F,23,Bronze,Frequent buyer,25-09-2023
104950,Rahul Joshi,user104950@dmart.com,8683122220,,Kolkata,West Bengal,M,35,,,07/26/2025
104951,Rahul Chaudhary,user104951@dmart.com,9260282321,28-04-2024 00:00,Jaipur,Rajasthan,F,17,Silver,Frequent buyer,28-04-2024 00:00
104952,Deepa Khan,user104952@dmart.com,-7988481398,09-12-2025 00:00,Bhopal,Madhya Pradesh,M,13,,,09-12-2025 00:00
104953,Rahul Singh,user104953@dmart.com,9578615644,,Bhopal,Madhya Pradesh,M,39,Silver,registered via app ,30-Jul-23
104954,Sameer Sharma,,-6108219056,,Nagpur,Maharashtra,M,30,Bronze,registered via app ,17-Dec-23
104955,Vikram Verma,user104955@dmart.com,8162888818,07-09-2023 22:28,Chennai,Tamil Nadu,O,37,,,07-09-2023 22:28
104956,Neha Mehta,user104956@dmart.com,8829818668,,Indore,Madhya Pradesh,F,34,Silver,,23-03-2024
104957,Kavita Nair,user104957@dmart.com,7490420747,,Surat,Gujarat,F,23,Silver,registered via app ,01-09-2025
104958,Neha Gupta,user104958@dmart.com,-7725340901,,Patna,Bihar,F,34,,,08-Feb-24
104959,Sneha Verma,user104959@dmart.com,6259711615,,Vadodara,Gujarat,M,20,Bronze,,30-12-2025
104960,Manish Rao,user104960@dmart.com,7079257071,,Nagpur,Maharashtra,F,51,Gold,registered via app ,23-Sep-25
104961,Deepa Bhat,user104961@dmart.com,-9729470966,,Hyderabad,Telangana,M,18,Silver,,19-Sep-25
104962,Amit Kumar,user104962@dmart.com,-8748021940,,Delhi,Delhi,F,32,Silver,,04-08-2023
104963,Kavita Gupta,user104963@dmart.com,-6318980132,,Indore,Madhya Pradesh,M,22,,,24-Oct-25
104964,Priya Chaudhary,user104964@dmart.com,-8856468109,,Hyderabad,Telangana,O,41,Bronze,registered via app ,23-06-2024
104965,Vikram Mehta,user104965@dmart.com,-8251779040,,Jaipur,Rajasthan,M,31,,,14-Mar-24
104966,Isha Mehta,user104966@dmart.com,-6843752559,,Nagpur,Maharashtra,F,28,,,26-09-2024
104967,Pooja Das,user104967@dmart.com,6068125214,,Hyderabad,Telangana,F,45,Bronze,registered via app ,13-Nov-25
104968,Amit Bhat,user104968@dmart.com,-6331126975,,Surat,Gujarat,M,35,Silver,Frequent buyer,18-12-2024
104969,Rita Kumar,user104969@dmart.com,8090839320,,Bhopal,Madhya Pradesh,M,41,,,27-Jun-24
104970,Priya Das,user104970@dmart.com,7749701445,,Bhopal,Madhya Pradesh,,23,Silver,registered via app ,10-12-2023
104971,Neha Kumar,user104971@dmart.com,-9967693404,,Hyderabad,Telangana,F,18,Silver,Frequent buyer,08-Apr-23
104972,Manish Rao,user104972@dmart.com,7458359047,,Vadodara,Gujarat,,36,Bronze,,26-May-25
104973,Sneha Joshi,user104973@dmart.com,-8329574649,,Bengaluru,Karnataka,F,31,,,01-04-2024
104974,Sunil Patel,user104974@dmart.com,9187952804,,Patna,Bihar,M,42,Silver,,30-12-2024
104975,Priya Joshi,user104975@dmart.com,8044304388,,Surat,Gujarat,M,34,Bronze,prefers discount,18-07-2023
104976,Pooja Rao,user104976@dmart.com,6462427030,,Patna,Bihar,M,37,Gold,prefers discount,05-12-2024
104977,Ramesh Bhat,user104977@dmart.com,-6558761346,,Mumbai,Maharashtra,M,15,Gold,,08/14/2024
104978,Kavita Mehta,user104978@dmart.com,-6462977740,,Nagpur,Maharashtra,F,57,Silver,registered via app ,17-Nov-24
104979,Ramesh Rao,user104979@dmart.com,9882539713,,Delhi,Delhi,F,33,,prefers discount,15-12-2024
104980,Rita Das,user104980@dmart.com,9054205049,,Surat,Gujarat,M,43,,,06/20/2024
104981,Kavita Joshi,,-8400993387,,Bengaluru,Karnataka,F,24,Bronze,Frequent buyer,04-02-2023
104982,Sunil Joshi,,-6574278833,,Nagpur,Maharashtra,F,38,Bronze,,28-Jan-23
104983,Pooja Singh,user104983@dmart.com,-9200191102,,Jaipur,Rajasthan,F,19,Silver,prefers discount,21-Oct-25
104984,Sneha Bhat,user104984@dmart.com,6861609936,,Patna,Bihar,M,40,Silver,,22-04-2023
104985,Rahul Sharma,user104985@@dmart.com,8216477071,22-10-2023 00:00,Nagpur,Maharashtra,M,30,Bronze,registered via app ,22-10-2023 00:00
104986,Rita Khan,user104986@dmart.com,-9090282286,,Bengaluru,Karnataka,M,35,Bronze,Frequent buyer,08-May-25
104987,Priya Gupta,user104987@dmart.com,-6138763665,,Delhi,Delhi,F,43,,registered via app ,17-09-2025
104988,Neha Kumar,user104988@dmart.com,9880378759,,Patna,Bihar,O,20,Silver,prefers discount,06-10-2025
104989,Neha Gupta,user104989@dmart.com,-9640983076,,Patna,Bihar,,,Bronze,,19-09-2023
104990,Vikram Joshi,user104990@dmart.com,-6359694073,,Bengaluru,Karnataka,M,26,Bronze,,18-Mar-24
104991,Neh aSingh,user104991@dmart.com,9097840569,,Kolkata,West Bengal,M,40,Bronze,prefers discount,16-Nov-25
104992,Kavita Kumar,user104992@dmart.com,9538020828,,Surat,Gujarat,F,60,Bronze,Frequent buyer,04/25/2024
104993,Asha Mehta,user104993@dmart.com,9019132172,,Bhopal,Madhya Pradesh,M,33,Gold,,01-11-2025
104994,Rita Singh,user104994@dmart.com,-9269392300,,Lucknow,Uttar Pradesh,M,42,Silver,,19-05-2023
104995,Suresh Khan,user104995@dmart.com,-9890373497,,Bengaluru,Karnataka,F,33,Silver,,28-Mar-23
104996,Asha Patel,user104996@dmart.com,7871063562,,Delhi,Delhi,M,58,Bronze,registered via app ,06-04-2024
104997,Deepa Mehta,user104997@dmart.com,7235390037,,Surat,Gujarat,,14,,,15-May-24
104998,Sunil Sharma,user104998@dmart.com,-8765336160,,Delhi,Delhi,,36,Silver,registered via app ,10-12-2025
104999,Sunil Patel,user104999@dmart.com,8364702080,03-12-2024 00:00,Chennai,Tamil Nadu,,15,Gold,,03-12-2024 00:00
105000,Vikram Joshi,user105000@dmart.com,6229030151,,Lucknow,Uttar Pradesh,O,4,,prefers discount,25-12-2024
105001,Sunil Patel,user105001@dmart.com,6194731496,,Vadodara,Gujarat,O,38,Bronze,,28-May-23
105002,Deepa Nair,user105002@dmart.com,-7831819475,21-02-2023 00:00,Chennai,Tamil Nadu,O,36,Silver,Frequent buyer,21-02-2023 00:00
105003,Vikram Patel,user105003@dmart.com,7199155293,,Vadodara,Gujarat,M,31,Silver,registered via app ,19-Apr-25
105004,Priya Rao,user105004@dmart.com,7121454528,,Pune,Maharashtra,M,33,,,09-04-2025
105005,Isha Rao,user105005@dmart.com,-6989084650,,Nagpur,Maharashtra,M,72,Bronze,,27-06-2024
105006,Suresh Chaudhary,user105006@dmart.com,8226779190,,Patna,Bihar,M,31,Silver,registered via app ,07-03-2023
105007,Anita Sharma,,9766369312,,Bhopal,Madhya Pradesh,M,41,Bronze,prefers discount,31-12-2023
105008,Kavita Das,,9064490667,,Bengaluru,Karnataka,F,27,Silver,prefers discount,20-Jun-23
105009,Sameer Bhat,user105009@dmart.com,9202462396,,Patna,Bihar,F,38,,registered via app ,12/21/2024
105010,Rahul Chaudhary,user105010@dmart.com,-6391507525,,Jaipur,Rajasthan,O,32,Bronze,,21-Feb-25
105011,Anita Das,user105011@dmart.com,7884802876,,Bhopal,Madhya Pradesh,M,30,Gold,,11-01-2024
105012,Deepa Singh,user105012@dmart.com,8448882002,,Hyderabad,Telangana,F,56,,Frequent buyer,01/27/2023
105013,Neha Rao,user105013@dmart.com,-8146488457,,Vadodara,Gujarat,O,49,,,10-01-2023
105014,Suresh Kumar,user105014@dmart.com,9988931714,,Vadodara,Gujarat,,36,Bronze,,07/24/2023
105015,Neha Nair,user105015@dmart.com,7645640323,,Lucknow,Uttar Pradesh,F,7,Silver,prefers discount,09-07-2023
105016,Kavita Rao,user105016@dmart.com,7085194291,,Surat,Gujarat,M,30,Silver,registered via app ,10-Feb-24
105017,Neha Nair,user105017@dmart.com,-7202549114,,Patna,Bihar,M,67,Silver,Frequent buyer,27-01-2025
105018,Sameer Nair,user105018@dmart.com,7182262772,,Hyderabad,Telangana,M,32,Gold,,23-Feb-25
105019,Sameer Singh,user105019@dmart.com,9859656413,,Jaipur,Rajasthan,F,48,Silver,registered via app ,04-10-2024
105020,Asha Chaudhary,user105020@dmart.com,7593009465,14-05-2025 00:00,Vadodara,Gujarat,F,52,Bronze,,14-05-2025 00:00
105021,Anita Nair,user105021@dmart.com,6699889398,,Hyderabad,Telangana,O,37,Silver,,10-08-2024
105022,Suresh Rao,user105022@dmart.com,9580051212,,Patna,Bihar,M,24,Bronze,registered via app ,05-Dec-23
105023,Anita Gupta,user105023@dmart.com,-9506857200,,Bengaluru,Karnataka,M,5,Bronze,,14-09-2023
105024,Amit Sharma,user105024@dmart.com,6470851837,,Nagpur,Maharashtra,O,43,Bronze,registered via app ,08-Oct-23
105025,Pooja Sharma,user105025@dmart.com,-7153504773,,Kolkata,West Bengal,,25,Bronze,Frequent buyer,02-10-2023
105026,Isha Nair,user105026@dmart.com,7463583017,,Kolkata,West Bengal,,37,Bronze,Frequent buyer,19-10-2025
105027,Sameer Joshi,user105027@dmart.com,8622697552,,Patna,Bihar,,20,Silver,,06-Feb-24
105028,Deepa Mehta,user105028@dmart.com,7160275944,,Kolkata,West Bengal,F,31,Gold,prefers discount,02-Jan-23
105029,Sunil Rao,user105029@@dmart.com,-6060110966,,Nagpur,Maharashtra,M,35,Bronze,Frequent buyer,03-05-2024
105030,Rita Gupta,user105030@dmart.com,8489110789,,Mumbai,Maharashtra,,38,Silver,prefers discount,16-06-2024
105031,Pooja Rao,user105031@dmart.com,7412044908,,Lucknow,Uttar Pradesh,M,,,,06-05-2024
105032,Sameer Singh,user105032@dmart.com,6679808425,,Bengaluru,Karnataka,F,21,Silver,Frequent buyer,02-Dec-25
105033,Rahul Chaudhary,user105033@dmart.com,-7237733714,,Pune,Maharashtra,O,49,Silver,,27-06-2025
105034,Manish Nair,user105034@dmart.com,8242376979,,Indore,Madhya Pradesh,M,27,,prefers discount,09-Oct-23
105035,Karan Das,user105035@dmart.com,9026831092,,Nagpur,Maharashtra,M,14,Silver,Frequent buyer,05/17/2025
105036,Suresh Joshi,user105036@dmart.com,8727661412,,Delhi,Delhi,M,33,Gold,prefers discount,04-12-2023
105037,Priya Verma,user105037@dmart.com,6837175012,,Mumbai,Maharashtra,F,35,,registered via app ,12/16/2025
105038,Karan Das,user105038@dmart.com,-9998101363,,Patna,Bihar,M,36,Bronze,Frequent buyer,16-02-2024
105039,Sunil Das,user105039@dmart.com,6470746334,,Bengaluru,Karnataka,F,51,Bronze,registered via app ,10-01-2023
105040,Pooja Sharma,user105040@dmart.com,9571955343,,Bengaluru,Karnataka,O,32,Bronze,,24-12-2024
105041,Manish Rao,user105041@dmart.com,8942651042,,Nagpur,Maharashtra,,33,Gold,Frequent buyer,06-12-2024
105042,Sunil Nair,user105042@dmart.com,-9513828372,,Mumbai,Maharashtra,M,21,Silver,registered via app ,07-01-2023
105043,Priya Kumar,user105043@dmart.com,7060998960,,Jaipur,Rajasthan,,44,,,06-Nov-24
105044,Sneha Rao,user105044@dmart.com,7982242477,,Nagpur,Maharashtra,F,37,,prefers discount,20-08-2025
105045,Deepa Joshi,user105045@dmart.com,6796501081,,Pune,Maharashtra,M,29,Gold,registered via app ,20-05-2023
105046,Priya Patel,,9447338025,,Vadodara,Gujarat,F,12,Gold,Frequent buyer,21-02-2024
105047,Sneha Verma,user105047@dmart.com,6494993340,,Mumbai,Maharashtra,M,52,Bronze,,30-Jun-23
105048,Isha Singh,user105048@dmart.com,8836415243,18-11-2024 00:00,Chennai,Tamil Nadu,F,20,Bronze,prefers discount,18-11-2024 00:00
105049,Rita Nair,user105049@dmart.com,-8438657737,15-08-2024 00:00,Chennai,Tamil Nadu,M,27,Bronze,Frequent buyer,15-08-2024 00:00
105050,Ramesh Joshi,user105050@dmart.com,6496143475,,Patna,Bihar,F,39,Silver,Frequent buyer,20-07-2024
105051,Karan Singh,user105051@dmart.com,-9779450104,,Pune,Maharashtra,M,20,Bronze,,29-07-2023
105052,Karan Joshi,user105052@dmart.com,-8490980740,,Patna,Bihar,O,17,Bronze,registered via app ,05-Jun-23
105053,Rohit Kumar,user105053@dmart.com,9668886392,,Lucknow,Uttar Pradesh,F,9,Bronze,,16-05-2023
105054,Isha Chaudhary,user105054@dmart.com,8790223553,,Chennai,Tamil Nadu,M,43,Silver,Frequent buyer,13-Oct-23
105055,Amit Gupta,user105055@dmart.com,7125524533,,Indore,Madhya Pradesh,F,28,,registered via app ,01/15/2025
105056,Rita Nair,user105056@dmart.com,9586789619,,Bengaluru,Karnataka,M,,Bronze,,20-Aug-23
105057,Sunil Mehta,user105057@dmart.com,7416167719,,Vadodara,Gujarat,M,70,Gold,prefers discount,20-Apr-24
105058,Amit Gupta,user105058@dmart.com,7265102520,,Mumbai,Maharashtra,F,23,,Frequent buyer,05/14/2024
105059,Karan Gupta,user105059@dmart.com,7165692664,,Lucknow,Uttar Pradesh,M,23,Bronze,,05-06-2024
105060,Rahul Bhat,user105060@dmart.com,9600880365,,Jaipur,Rajasthan,M,28,Gold,registered via app ,19-03-2023
105061,Pooja Chaudhary,user105061@dmart.com,-8860467634,,Bengaluru,Karnataka,O,37,Silver,Frequent buyer,19-02-2023
105062,Asha Chaudhary,user105062@dmart.com,9253537969,,Nagpur,Maharashtra,O,,Bronze,prefers discount,05-02-2024
105063,Suresh Chaduhary,user105063@dmart.com,8446233934,,Surat,Gujarat,M,29,Silver,,27-09-2023
105064,Rahul Gupta,user105064@dmart.com,-7887994775,,Nagpur,Maharashtra,O,42,Bronze,registered via app ,19-07-2024
105065,Rohit Khan,user105065@dmart.com,-8742724614,,Nagpur,Maharashtra,O,23,Silver,prefers discount,18-11-2023
105066,Vikram Mehta,user105066@dmart.com,8701721774,,Patna,Bihar,,18,Bronze,Frequent buyer,05-04-2024
105067,Rita Chaudhary,user105067@dmart.com,8000984635,,Bhopal,Madhya Pradesh,,13,Gold,prefers discount,09/20/2024
105068,Suresh Mehta,user105068@dmart.com,6484053837,,Nagpur,Maharashtra,M,8,Silver,registered via app ,17-01-2024
105069,Vikram Sharma,user105069@dmart.com,-9096305195,,Mumbai,Maharashtra,F,28,,prefers discount,11-Sep-23
105070,Deepa Das,user105070@dmart.com,6524652736,,Mumbai,Maharashtra,M,31,,,22-06-2025
105071,Ramesh Patel,user105071@dmart.com,8034542923,,Hyderabad,Telangana,M,27,Gold,prefers discount ,01-01-2023
105072,Sameer Sharma,user105072@dmart.com,-6315451923,,Chennai,Tamil Nadu,F,49,Silver,Frequent buyer,13-04-2023
105073,Sameer Mehta,user105073@dmart.com,9548824693,,Jaipur,Rajasthan,,49,Gold,,19-05-2024
105074,Suresh Chaudhary,user105074@dmart.com,8348890841,,Indore,Madhya Pradesh,,30,Silver,registered via app ,11/25/2024
105075,Sameer Gupta,,9968060589,,Bhopal,Madhya Pradesh,M,13,Gold,prefers discount,08-08-2023
105076,Sneha Joshi,user105076@dmart.com,9039921850,20-01-2023 00:00,Patna,Bihar,F,28,Gold,prefers discount,20-01-2023 00:00
105077,Anita Singh,user105077@dmart.com,9098778503,,Bhopal,Madhya Pradesh,F,27,Silver,prefers discount,14-11-2025
105078,Asha Kumar,user105078@dmart.com,6956481986,,Lucknow,Uttar Pradesh,F,,Silver,,26-Sep-23
105079,Vikram Verma,user105079@dmart.com,-8318540903,,Indore,Madhya Pradesh,,27,,registered via app ,09/19/2024
105080,Sneha Joshi,user105080@dmart.com,-9970842176,25-07-2024 00:00,Delhi,Delhi,M,26,Gold,,25-07-2024 00:00
105081,Sunil Khan,user105081@dmart.com,-6737263549,,Bengaluru,Karnataka,F,27,Silver,registered via app ,21-Mar-23
105082,Pooja Singh,user105082@dmart.com,9122465527,,Chennai,Tamil Nadu,M,30,Bronze,prefers discount,27-Jul-25
105083,Rita Gupta,user105083@dmart.com,8535805607,,Kolkata,West Bengal,M,27,,registered via app ,09-11-2024
105084,Sneha Patel,user105084@dmart.com,-8463786835,,Delhi,Delhi,M,37,Bronze,Frequent buyer,05-11-2023
105085,Ramesh Nair,user105085@dmart.com,-6610990648,,Vadodara,Gujarat,O,39,Gold,Frequent buyer,27-11-2024
105086,Kavita Rao,user105086@dmart.com,9583056802,,Bengaluru,Karnataka,M,24,Silver,registered via app ,27-Dec-23
105087,Samere Verma,user105087@dmart.com,9292903541,,Indore,Madhya Pradesh,F,50,Silver,,02-Jul-25
105088,Ramesh Gupta,user105088@dmart.com,8138941477,03-09-2025 00:00,Nagpur,Maharashtra,,23,,,03-09-2025 00:00
105089,Suresh Khan,user105089@dmart.com,8131440874,26-06-2024 00:00,Vadodara,Gujarat,F,15,Silver,,26-06-2024 00:00
105090,Asha Rao,user105090@dmart.com,7081781284,,Lucknow,Uttar Pradesh,M,39,Bronze,prefers discount,10-07-2023
105091,Sunil Das,user105091@dmart.com,9347434860,,Mumbai,Maharashtra,O,25,Silver,Frequent buyer,04-01-2025
105092,Rita Khan,user105092@dmart.com,8079965138,,Chennai,Tamil Nadu,M,38,Bronze,,30-Sep-25
105093,oRhit Gupta,user105093@dmart.com,-6155508465,,Kolkata,West Bengal,F,6,Bronze,Frequent buyer,11/17/2025
105094,Suresh Joshi,user105094@dmart.com,7634940143,,Hyderabad,Telangana,M,51,Silver, ,07-03-2023
105095,Kavita Bhat,user105095@dmart.com,-9607401541,19-02-2024 00:00,Bengaluru,Karnataka,M,43,,prefers discount,19-02-2024 00:00
105096,Rahul Singh,user105096@dmart.com,-9376087456,,Indore,Madhya Pradesh,M,16,Bronze,registered via app ,09-11-2024
105097,Sameer Mehta,user105097@dmart.com,8567878945,,Patna,Bihar,M,17,,,05-01-2024
105098,Asha Chaudhary,user105098@dmart.com,-9023382612,,Nagpur,Maharashtra,F,55,Bronze,,28-Jun-24
105099,Priya Verma,user105099@dmart.com,-6952970718,,Chennai,Tamil Nadu,F,26,Gold,,01-May-24
105100,Neha Gupta,user105100@dmart.com,7478484119,16-05-2025 00:00,Hyderabad,Telangana,F,24,Gold,,16-05-2025 00:00
105101,Rita Rao,user105101@dmart.com,9294355022,06-09-2025 06:38,Jaipur,Rajasthan,O,,Silver,,06-09-2025 06:38
105102,Ramesh Kumar,user105102@dmart.com,7568657221,,Surat,Gujarat,,7,Gold,Frequent buyer,23-01-2024
105103,Suresh Bhat,user105103@dmart.com,7072199666,,Lucknow,Uttar Pradesh,M,30,Silver,,06-03-2023
105104,Priya Joshi,user105104@@dmart.com,-9192353737,24-12-2023 00:00,Hyderabad,Telangana,,32,Bronze,registered via app ,24-12-2023 00:00
105105,Neha Nair,user105105@dmart.com,6901063992,26-11-2025 00:00,Kolkata,West Bengal,F,43,,Frequent buyer,26-11-2025 00:00
105106,Isha Chaudhary,user105106@dmart.com,7979922951,,Lucknow,Uttar Pradesh,F,18,Gold,prefers discount,07-Dec-25
105107,Karan Kumar,user105107@dmart.com,-6076529202,,Lucknow,Uttar Pradesh,,16,Gold,Frequent buyer,17-07-2025
105108,Isha Bhat,user105108@dmart.com,9877101607,,Nagpur,Maharashtra,O,40,Silver,prefers discount,04-Feb-23
105109,Asha Das,user105109@dmart.com,-9157011901,,Delhi,Delhi,O,47,,registered via app ,27-Sep-23
105110,Sameer Bhat,user105110@dmart.com,8346968913,,Indore,Madhya Pradesh,F,16,Bronze,prefers discount,02-12-2025
105111,Sameer Kumar,user105111@dmart.com,7789840714,,Kolkata,West Bengal,M,47,Silver,,12-03-2023
105112,Asha Gupta,user105112@dmart.com,6375521295,,Lucknow,Uttar Pradesh,O,35,Bronze,,11-09-2024
105113,Sunil Sharma,user105113@dmart.com,9783970695,,Jaipur,Rajasthan,M,48,Bronze,registered via app ,08-04-2024
105114,Deepa Chaudhary,user105114@dmart.com,-9635152517,29-09-2023 00:00,Bhopal,Madhya Pradesh,M,34,Silver,prefers discount,29-09-2023 00:00
105115,Karan Chaudhary,user105115@dmart.com,-8980792531,24-05-2025 00:00,Bengaluru,Karnataka,M,4,Silver,Frequent buyer,24-05-2025 00:00
105116,Pooja Sharma,user105116@dmart.com,8374172490,,Vadodara,Gujarat,M,33,Silver,registered via app ,15-09-2025
105117,Ramesh Mehta,user105117@dmart.com,7013171890,,Pune,Maharashtra,,47,Bronze,registered via app ,18-Nov-25
105118,Priya Bhat,user105118@dmart.com,-9835064001,,Nagpur,Maharashtra,,24,Bronze,,10-05-2023
105119,Vikram Gupta,,7889580449,,Chennai,Tamil Nadu,O,30,Bronze,,24-03-2024
105120,Neha Gupta,user105120@dmart.com,8880817433,,Nagpur,Maharashtra,O,32,Bronze,registered via app ,13-Sep-23
105121,Sneha Sharma,user105121@dmart.com,8342731873,,Indore,Madhya Pradesh,F,,Gold,registered via app ,31-05-2025
105122,Suresh Gupta,user105122@dmart.com,-7360967177,,Bengaluru,Karnataka,O,0,Silver,registered via app ,28-09-2024
105123,Ramesh Verma,user105123@dmart.com,-6522698505,16-04-2023 00:00,Mumbai,Maharashtra,F,55,,,16-04-2023 00:00
105124,Isha Verma,user105124@dmart.com,-8898504019,,Indore,Madhya Pradesh,M,24,Bronze,prefers discount,16-05-2024
105125,Rahul Das,user105125@dmart.com,7104015097,,Bhopal,Madhya Pradesh,M,41,Silver,Frequent buyer,03/16/2023
105126,Suresh Nair,user105126@dmart.com,8004219609,03-11-2023 00:00,Jaipur,Rajasthan,M,33,,,03-11-2023 00:00
105127,Deepa Gupta,user105127@dmart.com,-6485599908,,Nagpur,Maharashtra,F,50,Silver,prefers discount,03-01-2023
105128,Ramesh Verma,user105128@dmart.com,-8891104148,,Bhopal,Madhya Pradesh,F,39,Gold,,12/19/2023
105129,Sunil Gupta,user105129@dmart.com,8128821152,,Indore,Madhya Pradesh,M,32,Gold,prefers discount,11-06-2025
105130,Anita Nair,user105130@dmart.com,9712385901,,Vadodara,Gujarat,F,24,Bronze,,27-06-2025
105131,Sneha Mehta,user105131@dmart.com,-6594751796,,Hyderabad,Telangana,F,44,Bronze,Frequent buyer,18-Oct-23
105132,Sameer Sharma,user105132@dmart.com,8049551313,,Patna,Bihar,F,12,Silver,Frequent buyer,12-Jan-23
105133,Anita Das,user105133@dmart.com,6344368134,,Nagpur,Maharashtra,F,42,Gold,registered via app ,12-07-2024
105134,Priya Bhat,user105134@dmart.com,7893622052,21-01-2024 01:27,Indore,Madhya Pradesh,F,21,,registered via app ,21-01-2024 01:27
105135,Sameer Joshi,user105135@dmart.com,8469147604,,Hyderabad,Telangana,F,50,Silver,,15-Sep-23
105136,Sunil Nair,user105136@dmart.com,-6080020975,10-05-2023 00:00,Jaipur,Rajasthan,,36,Bronze,,10-05-2023 00:00
105137,Neha Singh,user105137@dmart.com,9929289856,,Nagpur,Maharashtra,M,42,, ,09-06-2025
105138,Vikram Singh,user105138@dmart.com,9051256358,,Hyderabad,Telangana,F,35,,,17-02-2024
105139,Rahul Mehta,user105139@dmart.com,-8855073929,,Jaipur,Rajasthan,M,13,,,14-08-2023
105140,Sameer Joshi,user105140@dmart.com,6933284153,,Jaipur,Rajasthan,M,24,Bronze,Frequent buyer,31-10-2025
105141,Karan Kumar,user105141@dmart.com,8827065957,,Bengaluru,Karnataka,O,43,Gold,,11-06-2023
105142,Suresh Das,user105142@dmart.com,8565086240,,Lucknow,Uttar Pradesh,M,36,Bronze,,02-Nov-23
105143,Rita Gupta,user105143@dmart.com,8635679685,,Mumbai,Maharashtra,M,49,Silver,registered via app ,01-10-2023
105144,Rahul Rao,user105144@dmart.com,-7044329960,,Bhopal,Madhya Pradesh,F,39,Silver,,04-09-2025
105145,Rita Bhat,user105145@dmart.com,7439316379,,Bhopal,Madhya Pradesh,F,23,Bronze,,29-08-2025
105146,Kavita Rao,user105146@dmart.com,6652934483,,Chennai,Tamil Nadu,M,25,Bronze,prefers discount,03-08-2025
105147,Rohit Bhat,user105147@dmart.com,7890374019,11-07-2023 13:40,Nagpur,Maharashtra,M,36,Silver,,11-07-2023 13:40
105148,Suresh Nair,user105148@dmart.com,8986676621,,Bhopal,Madhya Pradesh,,7,Silver,registered via app ,24-04-2024
105149,Sameer Nair,user105149@dmart.com,-7205420782,,Kolkata,West Bengal,,55,Silver,Frequent buyer,06-Dec-25
105150,Sunil Patel,user105150@dmart.com,6143327119,,Bhopal,Madhya Pradesh,F,40,Bronze,prefers discount,07-Mar-23
105151,Amit Nair,user105151@dmart.com,-9922016749,,Hyderabad,Telangana,M,,Silver,Frequent buyer,20-Mar-24
105152,Suresh Chaudhary,user105152@dmart.com,8411890734,,Indore,Madhya Pradesh,M,49,,,29-12-2024
105153,Sameer Kumar,user105153@dmart.com,6856028823,,Pune,Maharashtra,M,16,Gold,,27-05-2025
105154,Priya Nair,user105154@dmart.com,9332372295,,Nagpur,Maharashtra,F,49,Silver,,08-01-2024
105155,Asha Chaudhary,user105155@dmart.com,8694189085,,Surat,Gujarat,M,61,Silver,registered via app ,29-02-2024
